Po_num,Invoice_date,Requesting_auth,Approving_manager,Supplier,Product,Contract,Unit_price,PO_Quantity,City,Market_price,Total_cost
PO 05397,2017-05-01,Nicholas Pittman,Danny Rivera,Snack Paradise,Carrot,0,32.34,56,NashikDelhi,32.34,1811.04
PO 05398,2017-05-01,Lindsay Martinez,Catherine Farrell,Rancher’s Grocery,Capsicum,0,37.65,95,Jaipur,37.65,3576.75
PO 05399,2017-05-01,Janet Le,Peggy Velasquez,Snack Paradise,Banana,1,33.74,77,Lucknow,34.24,2597.98
PO 05400,2017-05-01,Lindsay Martinez,Jasmine Long,Future FoodBetter Bites Deli,Cauliflower,1,11.28,70,Nagpur,11.28,789.6
PO 05401,2017-05-01,Lisa Smith,Jasmine Long,Market Convenience,Apple,1,39.56,132,Aurangabad,39.56,5221.92
PO 05402,2017-05-01,Heidi White,Lawrence Cohen,Dilocious,Beans,0,23.22,102,Surat,23.22,2368.44
PO 05403,2017-05-01,Lisa Smith,Jasmine Long,Future FoodBetter Bites Deli,Cabbage,1,33.48,92,NashikDelhi,33.48,3080.16
PO 05404,2017-05-02,Patrick Wolf,Jennifer Delgado,Budget Foods,Carrot,1,55.2,121,Chandigarh,55.7,6679.2
PO 05405,2017-05-02,Kimberly Shields,Dennis Williams,Dilocious,Cauliflower,1,56.52,65,Bangalore,57.02,3673.8
PO 05406,2017-05-02,Katherine Mcgee DDS,Joshua Johnson,Global Fresh Market,Capsicum,1,31.17,95,Aurangabad,31.67,2961.15
PO 05407,2017-05-02,Pamela Smith,Jeanette Estes,Quick Fare Foods,Onion,1,34.75,83,Aurangabad,35.25,2884.25
PO 05408,2017-05-02,Heidi White,Mark Mclean,Market Convenience,Capsicum,1,30.59,89,Mumbai,31.590000000000003,2722.51
PO 05409,2017-05-02,Lisa Smith,Barry Salazar,Rancher’s Grocery,Cucumber,1,17.07,146,Pune,17.57,2492.22
PO 05410,2017-05-02,Jay York,Shelby Martinez,Food to Fly,Carrot,0,31.05,52,Ahmedabad,31.05,1614.6
PO 05411,2017-05-02,Brianna Lynn,Lawrence Cohen,Jamboree Marketplace,BeetrootPotato,1,25.05,115,Bangalore,23.55,2880.75
PO 05412,2017-05-02,Patricia Williams,Mark Mclean,Rancher’s Grocery,Cabbage,1,56.01,115,Pune,56.51,6441.15
PO 05413,2017-05-03,Sara Adkins,Katie Thompson,Snack Paradise,Banana,1,45.65,127,Chennai,45.65,5797.55
PO 05414,2017-05-03,Lindsay Martinez,Katie Thompson,Quick Fare Foods,BeetrootPotato,1,41.33,84,Ahmedabad,41.83,3471.72
PO 05415,2017-05-03,Elijah Collins,Lawrence Cohen,Global Fresh Market,Pumpkin,1,42.89,80,Kolkatta,43.39,3431.2
PO 05416,2017-05-03,Janet Le,Jessica Vargas,Future FoodBetter Bites Deli,Cucumber,1,10.81,85,Aurangabad,10.81,918.85
PO 05417,2017-05-03,Pamela Smith,Jennifer Delgado,Freshmart Co-op,Bringal,1,26.12,149,Mumbai,26.12,3891.88
PO 05418,2017-05-03,Brittany Walker,Jennifer Delgado,Rancher’s Grocery,BeetrootPotato,1,49.78,64,Pune,48.28,3185.92
PO 05419,2017-05-03,Brianna Lynn,Peggy Velasquez,Snack Paradise,Beans,1,45.72,106,NashikDelhi,46.22,4846.32
PO 05420,2017-05-03,Caroline Walters,Jennifer Delgado,Global Fresh Market,Onion,1,45.43,126,NashikDelhi,45.43,5724.18
PO 05421,2017-05-03,Brittany Walker,Shelby Martinez,Go4Fresh,Pumpkin,1,56.04,145,NashikDelhi,56.54,8125.8
PO 05422,2017-05-03,Pamela Smith,Peggy Velasquez,Food to Fly,Cucumber,1,27.93,79,Hyderabad,28.43,2206.47
PO 05423,2017-05-03,Patrick Wolf,Katie Thompson,Market Convenience,Pumpkin,1,27.38,110,Bangalore,27.88,3011.8
PO 05424,2017-05-04,Patrick Wolf,Katie Thompson,Dilocious,Carrot,1,52.16,102,Chandigarh,52.66,5320.32
PO 05425,2017-05-04,Randall Smith,Joshua Johnson,Snack Paradise,Cabbage,1,58.09,73,Mumbai,56.59,4240.57
PO 05426,2017-05-04,Katelyn Parsons,Katie Thompson,Market Convenience,Onion,1,31.22,88,Lucknow,31.72,2747.36
PO 05427,2017-05-04,Thomas Hamilton,Jasmine Long,Future FoodBetter Bites Deli,Capsicum,1,36.38,76,Chandigarh,36.38,2764.88
PO 05428,2017-05-04,Nicholas Pittman,Dennis Williams,Snack Paradise,Onion,0,51.8,94,Aurangabad,51.8,4869.2
PO 05429,2017-05-04,Randall Smith,Jennifer Delgado,Dollar Pantry,Cauliflower,0,58.43,114,Nagpur,58.43,6661.02
PO 05430,2017-05-04,Cameron Grant,Katie Thompson,Budget Foods,Cauliflower,1,47.72,62,Chennai,47.72,2958.64
PO 05431,2017-05-04,Cameron Grant,Joshua Johnson,Fresh Food Marketplace,Beans,1,59.52,145,Kolkatta,60.02,8630.4
PO 05432,2017-05-04,Janet Le,Joshua Johnson,Quick Fare Foods,Cucumber,1,32.33,50,Mumbai,30.83,1616.5
PO 05433,2017-05-05,Caroline Walters,Jeanette Estes,Market Convenience,Pumpkin,1,13.49,59,Kolkatta,13.99,795.91
PO 05434,2017-05-05,Caroline Walters,Jeanette Estes,Food Festive,Apple,1,47.0,83,Surat,47.5,3901.0
PO 05435,2017-05-05,Pamela Smith,Lawrence Cohen,Food Festive,Carrot,1,39.67,113,Kolkatta,40.17,4482.71
PO 05436,2017-05-05,Caroline Walters,Katie Thompson,Jamboree Marketplace,Onion,1,24.16,116,Mumbai,24.66,2802.56
PO 05437,2017-05-05,Linda Taylor,Danny Rivera,Fleet Market,Carrot,1,47.06,92,Bangalore,47.56,4329.52
PO 05438,2017-05-05,Angela Hernandez,Jeanette Estes,Dollar Pantry,Capsicum,1,12.18,149,NashikDelhi,12.18,1814.82
PO 05439,2017-05-05,Randall Smith,Jasmine Long,Market Convenience,Cucumber,1,24.07,140,Bangalore,22.57,3369.8
PO 05440,2017-05-05,Patricia Williams,Jessica Vargas,Budget Foods,BeetrootPotato,1,34.89,139,Chennai,34.89,4849.71
PO 05441,2017-05-05,Janet Le,Danny Rivera,Market Convenience,Bringal,0,13.61,80,Bangalore,14.11,1088.8
PO 05442,2017-05-05,Nicole Bell,Danny Rivera,Snack Paradise,Tomato,1,38.04,56,Pune,38.54,2130.24
PO 05443,2017-05-05,Kimberly Shields,Peggy Velasquez,Go4Fresh,Bringal,0,41.82,80,Pune,41.82,3345.6
PO 05444,2017-05-05,Lisa Smith,Danny Rivera,Fleet Market,Cauliflower,1,35.7,87,Ahmedabad,35.7,3105.9
PO 05445,2017-05-06,Katherine Mcgee DDS,Danny Rivera,Future FoodBetter Bites Deli,Carrot,1,19.38,124,NashikDelhi,19.38,2403.12
PO 05446,2017-05-06,Linda Taylor,Shelby Martinez,Dilocious,Banana,1,55.3,79,Lucknow,55.8,4368.7
PO 05447,2017-05-06,Patrick Wolf,Danny Rivera,Rancher’s Grocery,Tomato,1,59.84,90,Kolkatta,60.34,5385.6
PO 05448,2017-05-06,Patricia Williams,Dennis Williams,Stocked Pantry,Pumpkin,1,45.5,85,Nagpur,45.5,3867.5
PO 05449,2017-05-06,Angela Hernandez,Lawrence Cohen,Snack Paradise,Carrot,1,44.15,143,Surat,44.15,6313.45
PO 05450,2017-05-06,Lisa Smith,Jessica Keith,Global Fresh Market,Bringal,1,36.81,65,Nagpur,36.81,2392.65
PO 05451,2017-05-06,Nicholas Pittman,Jessica Keith,Dilocious,Cauliflower,1,20.12,72,Surat,20.12,1448.64
PO 05452,2017-05-06,Pamela Smith,Joshua Johnson,Market Convenience,Carrot,0,19.0,107,Jaipur,19.0,2033.0
PO 05453,2017-05-06,Katelyn Parsons,Barry Salazar,Dollar Pantry,Tomato,1,42.97,95,Jaipur,42.97,4082.15
PO 05454,2017-05-06,Linda Taylor,Barry Salazar,Future FoodBetter Bites Deli,Beans,0,46.17,116,Mumbai,46.17,5355.72
PO 05455,2017-05-06,Lindsay Martinez,Cathy Guzman,Go4Fresh,Cucumber,0,40.01,91,Aurangabad,40.01,3640.91
PO 05456,2017-05-06,Lisa Smith,Lawrence Cohen,Stocked Pantry,Capsicum,1,45.51,121,Bangalore,46.01,5506.71
PO 05457,2017-05-06,Lindsay Martinez,Peggy Velasquez,Global Fresh Market,Banana,1,54.2,75,Surat,54.7,4065.0
PO 05458,2017-05-06,Pamela Smith,Cathy Guzman,Global Fresh Market,Beans,1,36.87,67,Nagpur,37.37,2470.29
PO 05459,2017-05-07,Pamela Smith,Jessica Vargas,Fleet Market,Carrot,1,30.64,146,Aurangabad,30.64,4473.44
PO 05460,2017-05-07,Pamela Smith,Peggy Velasquez,Rancher’s Grocery,Cauliflower,1,49.86,66,Pune,50.36,3290.76
PO 05461,2017-05-07,Thomas Hamilton,Jennifer Delgado,Rancher’s Grocery,Bringal,1,51.15,106,Mumbai,51.15,5421.9
PO 05462,2017-05-07,Sara Adkins,Dennis Williams,Freshmart Co-op,Pumpkin,1,59.66,130,Mumbai,60.16,7755.8
PO 05463,2017-05-07,Nicole Bell,Danny Rivera,Future FoodBetter Bites Deli,Cabbage,1,13.2,101,NashikDelhi,13.7,1333.2
PO 05464,2017-05-07,Randall Smith,Cathy Guzman,Food to Fly,Capsicum,0,20.51,105,Jaipur,21.01,2153.55
PO 05465,2017-05-07,Cameron Grant,Danny Rivera,Jamboree Marketplace,Cucumber,1,27.58,58,Aurangabad,27.58,1599.64
PO 05466,2017-05-07,Elijah Collins,Jasmine Long,Snack Paradise,Tomato,0,10.01,110,Ahmedabad,8.51,1101.1
PO 05467,2017-05-07,Elijah Collins,Jasmine Long,Jamboree Marketplace,Pumpkin,0,53.29,94,Kolkatta,53.79,5009.26
PO 05468,2017-05-07,Ralph Moreno,Joshua Johnson,Global Fresh Market,Cabbage,1,56.63,70,Chennai,57.13,3964.1
PO 05469,2017-05-08,Adrian Morgan,Jessica Keith,Go4Fresh,Bringal,1,59.97,81,Kolkatta,60.47,4857.57
PO 05470,2017-05-08,Patrick Wolf,Katie Thompson,Rancher’s Grocery,Onion,0,20.29,50,Lucknow,18.79,1014.5
PO 05471,2017-05-08,Caroline Walters,Catherine Farrell,Food to Fly,Carrot,1,43.84,136,Chandigarh,43.84,5962.24
PO 05472,2017-05-08,Adrian Morgan,Jessica Keith,Go4Fresh,Carrot,1,54.14,89,Lucknow,54.64,4818.46
PO 05473,2017-05-08,Angela Hernandez,Mark Mclean,Dollar Pantry,Pumpkin,0,33.71,92,Kolkatta,33.71,3101.32
PO 05474,2017-05-08,Ralph Moreno,Cathy Guzman,Freshmart Co-op,Capsicum,1,53.48,75,Mumbai,53.48,4011.0
PO 05475,2017-05-08,Sara Adkins,Katie Thompson,Quick Fare Foods,Cauliflower,1,23.75,65,Hyderabad,22.25,1543.75
PO 05476,2017-05-08,Jake Cunningham,Peggy Velasquez,Global Fresh Market,Cauliflower,1,21.71,80,Kolkatta,21.71,1736.8
PO 05477,2017-05-08,Elijah Collins,Jessica Keith,Fresh Food Marketplace,Cauliflower,1,24.32,138,Jaipur,24.82,3356.16
PO 05478,2017-05-08,Angela Hernandez,Jasmine Long,Fleet Market,Pumpkin,1,28.75,105,Kolkatta,28.75,3018.75
PO 05479,2017-05-08,Jay York,Mark Mclean,Rancher’s Grocery,Carrot,1,50.06,90,Jaipur,50.06,4505.4
PO 05480,2017-05-08,Jeffrey Murphy,Katie Thompson,Jamboree Marketplace,Capsicum,1,10.4,98,Pune,10.9,1019.2
PO 05481,2017-05-08,Adrian Morgan,Barry Salazar,Quick Fare Foods,Onion,1,31.97,117,Hyderabad,31.97,3740.49
PO 05482,2017-05-08,Angela Hernandez,Lawrence Cohen,Market Convenience,Tomato,1,49.26,84,Ahmedabad,49.26,4137.84
PO 05483,2017-05-08,Katelyn Parsons,Lawrence Cohen,Fleet Market,Banana,1,57.17,139,Kolkatta,57.67,7946.63
PO 05484,2017-05-08,Ralph Moreno,Jessica Keith,Freshmart Co-op,Onion,1,48.05,138,Jaipur,46.55,6630.9
PO 05485,2017-05-09,Katherine Mcgee DDS,Lawrence Cohen,Stocked Pantry,Beans,0,49.74,62,Chandigarh,49.74,3083.88
PO 05486,2017-05-09,Patricia Williams,Jessica Keith,Stocked Pantry,Bringal,1,13.1,83,Aurangabad,13.6,1087.3
PO 05487,2017-05-09,Linda Taylor,Jessica Keith,Market Convenience,Carrot,1,26.93,129,Chennai,27.43,3473.97
PO 05488,2017-05-09,Lindsay Martinez,Jennifer Delgado,Go4Fresh,Carrot,1,31.06,100,NashikDelhi,32.06,3106.0
PO 05489,2017-05-09,Kimberly Shields,Barry Salazar,Market Convenience,Bringal,1,53.81,85,Bangalore,54.31,4573.85
PO 05490,2017-05-09,Linda Taylor,Lawrence Cohen,Snack Paradise,Bringal,1,31.33,100,Ahmedabad,31.33,3133.0
PO 05491,2017-05-09,Adrian Morgan,Mark Mclean,Jamboree Marketplace,Carrot,0,44.92,120,Chennai,45.42,5390.4
PO 05492,2017-05-09,Kimberly Shields,Lawrence Cohen,Budget Foods,Cabbage,1,41.79,136,Jaipur,40.29,5683.44
PO 05493,2017-05-09,Angela Hernandez,Cathy Guzman,Dollar Pantry,Onion,1,17.59,89,Chennai,17.59,1565.51
PO 05494,2017-05-10,Patrick Wolf,Jeanette Estes,Stocked Pantry,Cabbage,1,14.59,128,Hyderabad,15.09,1867.52
PO 05495,2017-05-10,Caroline Walters,Katie Thompson,Market Convenience,Cucumber,1,18.39,88,Aurangabad,18.89,1618.32
PO 05496,2017-05-10,Jake Cunningham,Katie Thompson,Rancher’s Grocery,Bringal,1,37.73,88,Chennai,37.73,3320.24
PO 05497,2017-05-10,Jeffrey Murphy,Joshua Johnson,Go4Fresh,Bringal,1,19.83,149,Kolkatta,19.83,2954.67
PO 05498,2017-05-10,Randall Smith,Cathy Guzman,Rancher’s Grocery,Tomato,1,44.09,85,Aurangabad,44.59,3747.65
PO 05499,2017-05-10,Lindsay Martinez,Lawrence Cohen,Rancher’s Grocery,Cabbage,1,48.87,96,Jaipur,48.87,4691.52
PO 05500,2017-05-10,Katherine Mcgee DDS,Lawrence Cohen,Future FoodBetter Bites Deli,BeetrootPotato,1,30.93,101,Nagpur,30.93,3123.93
PO 05501,2017-05-10,Caroline Walters,Dennis Williams,Quick Fare Foods,Onion,1,56.2,149,Ahmedabad,56.2,8373.8
PO 05502,2017-05-11,Sara Adkins,Katie Thompson,Go4Fresh,Cucumber,1,46.79,119,NashikDelhi,47.29,5568.01
PO 05503,2017-05-11,Nicholas Pittman,Cathy Guzman,Market Convenience,Cucumber,1,13.08,87,Kolkatta,11.58,1137.96
PO 05504,2017-05-11,Patrick Wolf,Jasmine Long,Food to Fly,Banana,0,57.79,102,Kolkatta,57.79,5894.58
PO 05505,2017-05-11,Nicole Bell,Barry Salazar,Rancher’s Grocery,Pumpkin,0,41.19,55,Aurangabad,39.69,2265.45
PO 05506,2017-05-11,Heidi White,Katie Thompson,Stocked Pantry,Cucumber,1,21.22,131,Hyderabad,21.72,2779.82
PO 05507,2017-05-11,Jeffrey Murphy,Jessica Vargas,Market Convenience,BeetrootPotato,1,42.71,130,Ahmedabad,43.21,5552.3
PO 05508,2017-05-11,Pamela Smith,Dennis Williams,Market Convenience,Tomato,1,28.91,76,Kolkatta,27.41,2197.16
PO 05509,2017-05-11,Elijah Collins,Jeanette Estes,Food to Fly,Banana,1,34.38,93,Jaipur,32.88,3197.34
PO 05510,2017-05-11,Kimberly Shields,Jennifer Delgado,Quick Fare Foods,Carrot,1,19.39,134,Mumbai,19.39,2598.26
PO 05511,2017-05-11,Katherine Mcgee DDS,Peggy Velasquez,Dollar Pantry,Tomato,1,37.76,123,Mumbai,38.26,4644.48
PO 05512,2017-05-11,Angela Hernandez,Katie Thompson,Stocked Pantry,Carrot,1,35.43,74,Pune,35.43,2621.82
PO 05513,2017-05-12,Kimberly Shields,Jeanette Estes,Go4Fresh,Capsicum,1,48.23,128,Jaipur,48.23,6173.44
PO 05514,2017-05-12,Adrian Morgan,Dennis Williams,Food Festive,Bringal,0,58.34,57,Nagpur,56.84,3325.38
PO 05515,2017-05-12,Kimberly Shields,Dennis Williams,Quick Fare Foods,Onion,1,43.36,133,Pune,43.86,5766.88
PO 05516,2017-05-12,Patrick Wolf,Jeanette Estes,Food to Fly,Cabbage,1,50.53,96,Mumbai,50.53,4850.88
PO 05517,2017-05-12,Brittany Walker,Jessica Keith,Rancher’s Grocery,Pumpkin,1,14.45,72,Surat,14.45,1040.4
PO 05518,2017-05-12,Randall Smith,Catherine Farrell,Rancher’s Grocery,Bringal,1,37.34,65,Kolkatta,37.84,2427.1
PO 05519,2017-05-12,Brittany Walker,Jasmine Long,Food to Fly,Cauliflower,1,46.42,76,Pune,46.42,3527.92
PO 05520,2017-05-12,Ralph Moreno,Jasmine Long,Budget Foods,Banana,0,51.85,117,Ahmedabad,51.85,6066.45
PO 05521,2017-05-12,Kimberly Shields,Jennifer Delgado,Future FoodBetter Bites Deli,Beans,1,14.69,98,Chandigarh,14.69,1439.62
PO 05522,2017-05-12,Heidi White,Shelby Martinez,Market Convenience,Carrot,1,58.85,73,Jaipur,57.35,4296.05
PO 05523,2017-05-12,Heidi White,Catherine Farrell,Rancher’s Grocery,BeetrootPotato,1,27.12,96,Kolkatta,27.62,2603.52
PO 05524,2017-05-12,Jake Cunningham,Cathy Guzman,Quick Fare Foods,Tomato,0,13.53,94,NashikDelhi,12.03,1271.82
PO 05525,2017-05-12,Patrick Wolf,Katie Thompson,Fleet Market,Beans,1,38.14,149,Aurangabad,38.14,5682.86
PO 05526,2017-05-12,Adrian Morgan,Barry Salazar,Food to Fly,Capsicum,1,36.59,101,Pune,35.09,3695.59
PO 05527,2017-05-13,Angela Hernandez,Lawrence Cohen,Budget Foods,BeetrootPotato,1,24.28,121,Hyderabad,24.28,2937.88
PO 05528,2017-05-13,Randall Smith,Barry Salazar,Rancher’s Grocery,Cucumber,1,10.02,99,Chennai,10.52,991.98
PO 05529,2017-05-13,Brittany Walker,Dennis Williams,Quick Fare Foods,Capsicum,1,34.5,94,NashikDelhi,34.5,3243.0
PO 05530,2017-05-13,Patrick Wolf,Joshua Johnson,Stocked Pantry,Pumpkin,1,11.1,66,Surat,11.1,732.6
PO 05531,2017-05-13,Ralph Moreno,Lawrence Cohen,Fleet Market,Beans,1,57.65,80,Kolkatta,58.15,4612.0
PO 05532,2017-05-13,Nicholas Pittman,Shelby Martinez,Stocked Pantry,Pumpkin,1,35.89,61,Jaipur,34.39,2189.29
PO 05533,2017-05-14,Kimberly Shields,Shelby Martinez,Food Festive,Beans,1,58.13,103,Bangalore,58.63,5987.39
PO 05534,2017-05-14,Adrian Morgan,Catherine Farrell,Fresh Food Marketplace,Banana,0,16.07,52,Nagpur,14.57,835.64
PO 05535,2017-05-14,Jeffrey Murphy,Joshua Johnson,Snack Paradise,BeetrootPotato,1,59.0,77,Lucknow,59.5,4543.0
PO 05536,2017-05-14,Nicholas Pittman,Mark Mclean,Budget Foods,Beans,0,45.31,131,Pune,45.31,5935.61
PO 05537,2017-05-14,Adrian Morgan,Jeanette Estes,Global Fresh Market,Cabbage,0,11.97,110,Hyderabad,12.47,1316.7
PO 05538,2017-05-14,Patricia Williams,Dennis Williams,Fresh Food Marketplace,Beans,1,38.49,106,Mumbai,38.99,4079.94
PO 05539,2017-05-14,Heidi White,Jessica Keith,Snack Paradise,Pumpkin,1,37.07,144,Ahmedabad,37.57,5338.08
PO 05540,2017-05-14,Katelyn Parsons,Cathy Guzman,Rancher’s Grocery,Banana,0,51.9,88,Jaipur,51.9,4567.2
PO 05541,2017-05-14,Nicholas Pittman,Jessica Keith,Market Convenience,Carrot,0,51.49,111,NashikDelhi,51.99,5715.39
PO 05542,2017-05-14,Kimberly Shields,Cathy Guzman,Food to Fly,Capsicum,1,31.45,107,Mumbai,32.45,3365.15
PO 05543,2017-05-14,Thomas Hamilton,Dennis Williams,Dilocious,Cucumber,1,12.18,136,Jaipur,12.68,1656.48
PO 05544,2017-05-14,Linda Taylor,Jennifer Delgado,Stocked Pantry,Cabbage,1,49.6,89,Hyderabad,49.6,4414.4
PO 05545,2017-05-14,Sara Adkins,Jessica Vargas,Quick Fare Foods,Cauliflower,1,29.4,107,Jaipur,27.9,3145.8
PO 05546,2017-05-14,Pamela Smith,Jasmine Long,Future FoodBetter Bites Deli,Cabbage,1,28.97,68,Mumbai,29.47,1969.96
PO 05547,2017-05-14,Nicholas Pittman,Cathy Guzman,Snack Paradise,Bringal,1,34.21,135,Mumbai,32.71,4618.35
PO 05548,2017-05-15,Jay York,Jasmine Long,Go4Fresh,Cauliflower,0,36.76,53,Kolkatta,37.26,1948.28
PO 05549,2017-05-15,Caroline Walters,Danny Rivera,Stocked Pantry,Bringal,0,48.3,111,Bangalore,48.8,5361.3
PO 05550,2017-05-15,Patricia Williams,Katie Thompson,Fleet Market,BeetrootPotato,1,15.56,69,Chennai,15.56,1073.64
PO 05551,2017-05-15,Ralph Moreno,Jessica Vargas,Go4Fresh,Capsicum,1,55.59,92,Jaipur,56.09,5114.28
PO 05552,2017-05-15,Heidi White,Danny Rivera,Fresh Food Marketplace,Tomato,1,30.22,127,Ahmedabad,30.22,3837.94
PO 05553,2017-05-15,Katelyn Parsons,Jennifer Delgado,Freshmart Co-op,BeetrootPotato,1,22.11,96,Chandigarh,22.11,2122.56
PO 05554,2017-05-15,Adrian Morgan,Jessica Vargas,Quick Fare Foods,Carrot,1,28.92,92,NashikDelhi,29.42,2660.64
PO 05555,2017-05-15,Kimberly Shields,Danny Rivera,Go4Fresh,Cabbage,1,49.67,114,Mumbai,48.17,5662.38
PO 05556,2017-05-15,Brittany Walker,Jessica Keith,Food to Fly,Tomato,0,32.4,85,Pune,32.9,2754.0
PO 05557,2017-05-15,Cameron Grant,Lawrence Cohen,Freshmart Co-op,Banana,0,41.0,134,Kolkatta,41.5,5494.0
PO 05558,2017-05-15,Angela Hernandez,Mark Mclean,Stocked Pantry,Apple,1,38.55,97,Nagpur,39.05,3739.35
PO 05559,2017-05-15,Cameron Grant,Jessica Vargas,Quick Fare Foods,Pumpkin,1,50.97,70,Aurangabad,51.47,3567.9
PO 05560,2017-05-15,Randall Smith,Lawrence Cohen,Rancher’s Grocery,Tomato,1,23.46,79,Bangalore,23.96,1853.34
PO 05561,2017-05-16,Kimberly Shields,Catherine Farrell,Budget Foods,Cauliflower,0,11.0,89,Nagpur,11.0,979.0
PO 05562,2017-05-16,Cameron Grant,Danny Rivera,Dilocious,BeetrootPotato,1,46.23,53,Nagpur,44.73,2450.19
PO 05563,2017-05-16,Katelyn Parsons,Mark Mclean,Freshmart Co-op,Cucumber,0,46.53,139,Mumbai,46.53,6467.67
PO 05564,2017-05-16,Nicole Bell,Peggy Velasquez,Stocked Pantry,Capsicum,0,29.13,84,Kolkatta,29.63,2446.92
PO 05565,2017-05-16,Patricia Williams,Dennis Williams,Stocked Pantry,Onion,1,20.62,55,Kolkatta,20.62,1134.1
PO 05566,2017-05-16,Patrick Wolf,Danny Rivera,Jamboree Marketplace,Tomato,1,19.32,60,Ahmedabad,17.82,1159.2
PO 05567,2017-05-16,Sara Adkins,Shelby Martinez,Dilocious,Cabbage,1,17.62,140,Chennai,18.12,2466.8
PO 05568,2017-05-16,Elijah Collins,Joshua Johnson,Rancher’s Grocery,Cauliflower,1,42.04,134,Chennai,42.04,5633.36
PO 05569,2017-05-16,Lisa Smith,Mark Mclean,Food to Fly,Bringal,1,14.88,138,Lucknow,14.88,2053.44
PO 05570,2017-05-16,Elijah Collins,Mark Mclean,Food Festive,Bringal,1,44.69,66,Chennai,44.69,2949.54
PO 05571,2017-05-16,Caroline Walters,Cathy Guzman,Budget Foods,Tomato,0,49.63,131,Ahmedabad,49.63,6501.53
PO 05572,2017-05-16,Pamela Smith,Danny Rivera,Food Festive,Bringal,0,24.99,112,Ahmedabad,23.49,2798.88
PO 05573,2017-05-16,Thomas Hamilton,Jessica Keith,Jamboree Marketplace,Cucumber,1,40.34,53,Pune,40.34,2138.02
PO 05574,2017-05-16,Brianna Lynn,Shelby Martinez,Food Festive,Capsicum,1,57.31,59,NashikDelhi,57.31,3381.29
PO 05575,2017-05-16,Randall Smith,Catherine Farrell,Quick Fare Foods,Cucumber,0,50.55,109,Ahmedabad,50.55,5509.95
PO 05576,2017-05-17,Caroline Walters,Jessica Vargas,Global Fresh Market,Cabbage,1,34.93,140,NashikDelhi,34.93,4890.2
PO 05577,2017-05-17,Elijah Collins,Jessica Vargas,Dilocious,Beans,1,34.22,63,Nagpur,34.22,2155.86
PO 05578,2017-05-17,Patricia Williams,Shelby Martinez,Stocked Pantry,Beans,1,42.83,55,Surat,42.83,2355.65
PO 05579,2017-05-17,Thomas Hamilton,Lawrence Cohen,Snack Paradise,Cabbage,0,55.75,69,Aurangabad,55.75,3846.75
PO 05580,2017-05-17,Pamela Smith,Peggy Velasquez,Budget Foods,Banana,1,36.76,139,Jaipur,37.26,5109.64
PO 05581,2017-05-17,Angela Hernandez,Barry Salazar,Dilocious,Cucumber,1,38.45,117,Aurangabad,38.45,4498.65
PO 05582,2017-05-17,Janet Le,Jessica Keith,Fresh Food Marketplace,BeetrootPotato,0,50.6,74,Jaipur,50.6,3744.4
PO 05583,2017-05-17,Heidi White,Jessica Vargas,Rancher’s Grocery,BeetrootPotato,0,43.83,80,Aurangabad,43.83,3506.4
PO 05584,2017-05-18,Heidi White,Cathy Guzman,Fleet Market,Beans,1,54.61,68,Chandigarh,55.11,3713.48
PO 05585,2017-05-18,Ralph Moreno,Catherine Farrell,Global Fresh Market,Pumpkin,1,54.26,72,Chennai,54.76,3906.72
PO 05586,2017-05-18,Lisa Smith,Jennifer Delgado,Budget Foods,Cauliflower,1,16.79,146,Jaipur,17.29,2451.34
PO 05587,2017-05-18,Caroline Walters,Jennifer Delgado,Dilocious,Carrot,1,20.94,54,Pune,20.94,1130.76
PO 05588,2017-05-18,Randall Smith,Joshua Johnson,Budget Foods,Cucumber,1,20.34,118,Mumbai,18.84,2400.12
PO 05589,2017-05-18,Heidi White,Jeanette Estes,Fresh Food Marketplace,Banana,1,23.41,97,Lucknow,23.91,2270.77
PO 05590,2017-05-18,Katherine Mcgee DDS,Catherine Farrell,Quick Fare Foods,Bringal,1,15.58,122,Mumbai,15.58,1900.76
PO 05591,2017-05-18,Jay York,Mark Mclean,Go4Fresh,Beans,1,33.38,65,Hyderabad,33.38,2169.7
PO 05592,2017-05-18,Nicole Bell,Jennifer Delgado,Food Festive,Beans,1,19.67,96,Kolkatta,19.67,1888.32
PO 05593,2017-05-18,Kimberly Shields,Jennifer Delgado,Global Fresh Market,Apple,1,10.62,88,NashikDelhi,10.62,934.56
PO 05594,2017-05-18,Patricia Williams,Jessica Keith,Fleet Market,Capsicum,1,58.56,50,Ahmedabad,58.56,2928.0
PO 05595,2017-05-18,Caroline Walters,Dennis Williams,Future FoodBetter Bites Deli,Banana,1,30.57,69,Surat,29.07,2109.33
PO 05596,2017-05-18,Janet Le,Jennifer Delgado,Dilocious,Tomato,1,29.55,112,Ahmedabad,28.05,3309.6
PO 05597,2017-05-19,Lindsay Martinez,Lawrence Cohen,Freshmart Co-op,Banana,1,22.19,94,NashikDelhi,22.19,2085.86
PO 05598,2017-05-19,Patrick Wolf,Catherine Farrell,Rancher’s Grocery,Banana,1,39.05,149,Mumbai,37.55,5818.45
PO 05599,2017-05-19,Thomas Hamilton,Jessica Vargas,Food Festive,Beans,1,23.75,127,Ahmedabad,23.75,3016.25
PO 05600,2017-05-19,Caroline Walters,Joshua Johnson,Fleet Market,Cucumber,1,39.7,75,Ahmedabad,38.2,2977.5
